x,y,z
-10.3469,15.44597,54
-8.7109,15.2203,8
-8.3197,15.46516,92
-9.2752,15.28417,32
-10.6267,15.32772,27
-11.2369,15.52564,71
-10.2896,15.37574,28
-11.7125,15.56148,39
-11.9517,15.57625,80
-10.5646,15.33841,13
-10.5957,15.33307,16
-12.4071,15.69658,12
-10.6437,15.32145,58
-10.6347,15.65596,69
-11.2464,15.57242,12
-11.1595,15.32948,52
-8.5872,15.51505,33
-11.2725,15.61382,83
-11.5528,15.59899,36
-11.6709,15.69719,78
-10.3542,15.46307,78
-9.9927,15.25745,47
-10.4388,15.4677,56
-10.7157,15.63451,54
-10.4437,15.35171,8
-13.6349,15.623,92
-8.7233,15.46582,32
-11.839,15.49963,27
-10.254,15.39186,71
-10.8977,15.26521,28
-11.9506,15.57894,39
-11.2606,15.36381,80
-10.2529,15.39456,13
-9.1574,15.42785,16
-11.7416,15.42124,12
-11.9373,15.57622,58
-10.6164,15.31781,69
-10.9089,15.23825,12
-11.965,15.57897,52
-13.8118,15.57831,33
-9.8035,15.46937,83
-8.7097,15.49817,36
-12.6119,15.51436,78
-11.965,15.57897,78
-10.2892,15.37663,47
-9.9351,15.46509,56
-10.6054,15.3097,54
-8.6407,15.52503,8
-10.6249,15.33221,92
-13.8447,15.56847,32
-9.8592,15.23206,27
-12.1053,15.30852,71
-10.733,15.66241,28
-10.0186,15.26469,39
-12.0543,15.7122,80
-10.9014,15.49992,13
-11.7043,15.40679,16
-12.738,15.62876,12
-10.8419,15.29569,58
-12.5076,15.52228,69
-10.5799,15.19725,12
-9.0866,15.25238,52
-10.9431,15.50359,33
-9.5954,15.24242,83
-11.1674,15.51923,36
-11.5818,15.2843,78
-8.6953,15.49814,78
-10.9151,15.50174,47
-11.4324,15.54124,56
-10.5932,15.19997,54
-10.9209,15.62675,8
-9.4034,15.28797,92
-12.4973,15.61759,32
-13.8284,15.57294,27
-10.0882,15.30527,71
-10.8867,15.46573,28
-10.5686,15.25928,39
-10.4107,15.46586,80
-10.3967,15.46493,13
-11.5084,15.60161,16
-10.1883,15.30723,12
-11.1913,15.46172,58
-12.1059,15.51714,69
-10.9093,15.23735,12
-10.2327,15.20029,52
-11.4461,15.54306,52
-11.81,15.63987,83
-11.7885,15.44739,36
-10.8325,15.31816,78
-11.3099,15.31443,78
-10.3542,15.46307,47
-11.9506,15.57894,56
-11.7266,15.5624,54
-10.4979,15.63775,8
-11.4629,15.2931,92
-12.3542,15.6848,32
-10.8933,15.48462,27
-11.0101,15.23751,71
-13.2072,15.6457,28
-11.0625,15.25019,39
-11.1362,15.31595,80
-11.1362,15.31595,13
-13.6038,15.62834,16
-11.0071,15.2447,12
-9.4646,15.24491,58
-9.5374,15.24323,69
-11.1362,15.31595,12
-13.4634,15.6542,52
-11.2369,15.52564,7
-10.9531,15.41008,32
-11.4184,15.54032,72
-10.1057,15.26303,71
-11.8784,15.33423,97
-11.0868,15.53979,22
-11.6474,15.61443,6
-12.2523,15.33663,54
-10.6642,15.48065,21
-9.1925,15.37845,72
-10.6421,15.63799,67
-9.0578,15.25234,99
-11.7443,15.5894,22
-8.9489,15.4437,85
-11.7004,15.31146,42
-9.1736,15.49263,4
-9.7683,15.41536,66
-12.0802,15.71943,86
-10.6733,15.21539,24
-10.2227,15.22455,59
-10.8576,15.32719,52
-8.8482,15.27088,20
-11.6002,15.5541,95
-12.4319,15.70651,33
-12.6862,15.50908,83
-12.4452,15.70923,36
-11.5084,15.60161,78
-9.9703,15.38061,78
-11.2577,15.6147,47
-10.6191,15.20721,56
-12.6858,15.47491,54
-11.908,15.33248,8
-10.1451,15.30716,92
-10.2515,15.2246,32
-10.6323,15.31424,27
-8.7344,15.23293,71
-13.2785,15.64761,28
-11.8218,15.68125,39
-11.8184,15.47981,80
-11.7412,15.42214,13
-10.9228,15.27424,16
-9.2136,15.43154,12
-10.9297,15.32731,58
-9.1596,15.4917,69
-11.5642,15.6062,12
-11.5084,15.60161,52
-11.7416,15.42124,33
-12.0661,15.3687,83
-9.2475,15.38484,36
-9.6846,15.27044,78
-9.6105,15.24065,78
-10.5833,15.64059,47
-9.2781,15.44963,56
-10.5354,15.33926,54
-9.6301,15.36657,8
-13.2785,15.64761,92
-9.8026,15.29851,32
-10.7009,15.63538,27
-10.797,15.22998,71
-13.1927,15.64567,28
-10.4437,15.35171,39
-10.7375,15.443,80
-10.8977,15.26521,13
-10.5412,15.1864,16
-10.0768,15.43654,12
-10.594,15.47604,58
-10.1451,15.30716,69
-11.101,15.36625,12
-9.2471,15.38574,52
-11.0212,15.24563,33
-11.7294,15.41582,83
-10.8172,15.66794,36
-13.2785,15.64761,78
-11.8112,15.56703,78
-9.1155,15.25243,47
-11.523,15.70595,56
-11.0321,15.28881,54
-10.6722,15.42671,8
-9.8004,15.23466,92
-10.811,15.2309,32
-12.5217,15.5232,27
-10.3831,15.3588,71
-9.8645,15.59986,28
-11.4149,15.44409,39
-11.6351,15.46963,80
-11.0551,15.51186,13
-9.1921,15.37935,16
-10.6122,15.25846,12
-10.434,15.20151,58
-12.0641,15.58362,69
-11.979,15.57989,12
-8.9158,15.41937,52
-9.0116,15.36287,33
-10.914,15.60875,83
-10.6722,15.42671,36
-9.8475,15.46764,78
-9.3334,15.24829,78
-9.5544,15.23696,47
-10.811,15.2309,56
-11.3336,15.43137,54
-12.4297,15.39626,8
-9.2609,15.42173,92
-10.8833,15.26519,32
-11.5402,15.42002,27
-11.7985,15.4582,71
-7.9602,15.46277,28
-11.6989,15.55965,39
-11.7054,15.4041,80
-12.4833,15.61666,13
-9.0719,15.25326,16
-13.2785,15.64761,12
-10.7597,15.63278,58
-10.1112,15.28462,69
-10.6727,15.28643,12
-9.4598,15.46342,52
-8.8479,15.27178,52
-9.57,15.40694,83
-11.0868,15.53979,36
-9.2756,15.38668,78
-8.9468,15.27644,78
-9.5665,15.24237,47
-12.3446,15.53281,56
-10.6722,15.42671,54
-11.5807,15.28699,8
-11.3975,15.59064,92
-11.418,15.54122,32
-9.0532,15.43578,27
-11.0906,15.49573,71
-12.3261,15.61282,28
-11.7634,15.43836,39
-11.4358,15.32363,80
-13.8447,15.56847,13
-10.4866,15.35267,16
-9.7518,15.213,12
-11.7129,15.56058,58
-10.3187,15.37488,69
-10.1812,15.39355,12
-11.0068,15.2456,52
-11.1477,15.32317,7
-10.6705,15.29182,32
-9.8732,15.23298,72
-12.2379,15.33661,71
-11.5267,15.31298,97
-10.9209,15.62675,22
-10.7205,15.34496,6
-11.2878,15.26314,54
-13.05,15.64185,21
-12.5823,15.62132,72
-8.4652,15.2217,67
-11.5728,15.55046,99
-8.2909,15.46511,22
-11.8596,15.30992,85
-13.8875,15.67555,42
-9.188,15.49265,4
-11.1671,15.52013,66
-10.9678,15.4092,86
-9.8833,15.3472,24
-10.6722,15.42671,59
-9.7458,15.29662,52
-11.1811,15.52105,20
-13.0749,15.68685,95
-10.6256,15.33042,33
-9.1364,15.37476,83
-9.458,15.39867,36
-8.5792,15.46558,78
-13.1041,15.686,78
-10.1112,15.28462,47
-12.2046,15.5227,56
-12.9397,15.4888,54
-13.5289,15.67049,8
-10.5977,15.64061,92
-9.6982,15.41075,32
-9.0871,15.49249,27
-13.4785,15.65242,71
-11.7023,15.48143,28
-9.6833,15.23897,39
-11.1374,15.55695,80
-9.0975,15.43315,13
-9.8039,15.46847,16
-8.7102,15.25627,12
-10.9791,15.24286,58
-14.0793,15.62999,69
-10.6127,15.22249,12
-11.9362,15.57892,52
-13.05,15.64185,33
-13.5382,15.71816,83
-13.8303,15.56845,36
-11.0551,15.51186,78
-10.6275,15.22161,78
-12.3572,15.53733,47
-11.7542,15.42576,56
-10.4483,15.23661,54
-11.9654,15.57807,8
-10.2223,15.22545,92
-12.9466,15.71812,32
-11.6002,15.5541,27
-8.89,15.27455,71
-9.8314,15.29856,28
-11.727,15.5615,39
-12.3329,15.38622,80
-11.7191,15.40592,13
-10.5097,15.64407,16
-12.799,15.65584,12
-10.3332,15.37491,58
-11.1229,15.592,69
-11.0133,15.50819,12
-12.8367,15.63431,52
-13.4955,15.64615,33
-11.4149,15.44409,83
-12.0633,15.58542,36
-10.3676,15.36147,78
-12.2645,15.30697,78
-11.0695,15.51188,47
-10.7553,15.22631,56
-11.8058,15.4753,54
-12.8809,15.4914,8
-12.2057,15.55507,92
-9.8451,15.23114,32
-9.5315,15.29178,27
-8.5702,15.52132,71
-10.0897,15.37092,28
-11.0162,15.53608,39
-10.797,15.22998,80
-11.3288,15.58244,13
-10.2511,15.60678,16
-11.1546,15.34116,12
-9.581,15.2424,58
-9.8681,15.5567,69
-11.663,15.36716,12
-11.1777,15.56421,52
-21.6483,14.83243,33
-23.849,15.06416,83
-23.5122,14.92877,36
-23.3158,15.06426,78
-24.5852,15.17317,78
-23.9568,14.93393,47
-23.2382,15.00389,56
-24.3543,14.98668,54
-18.8431,14.78766,8
-22.3959,14.94687,92
-22.2631,14.88102,32
-21.7523,15.04571,27
-18.7108,14.79465,71
-22.9806,14.92527,28
-19.26,14.75323,39
-21.0119,14.69207,80
-23.9095,15.09393,13
-18.7427,14.6778,16
-22.7122,15.02288,12
-22.014,15.03981,58
-22.7901,15.11922,69
-23.9593,15.00228,12
-21.2592,14.98021,52
-21.6916,15.05371,52
-20.5879,14.89196,33
-20.2278,14.85544,83
-22.9144,15.20753,36
-19.3419,14.80102,78
-20.6704,14.90198,78
-23.4868,15.14365,47
-22.2442,14.92955,56
-20.2569,14.85458,54
-20.7982,14.90667,8
-19.5592,14.79776,92
-22.4747,15.15201,32
-22.7599,15.12277,27
-24.1654,14.9909,71
-23.9163,15.11372,28
-21.681,14.93319,39
-21.5472,14.75943,80
-21.0259,14.69299,13
-23.921,15.06427,16
-23.9424,14.93391,12
-19.8309,14.80267,58
-22.7569,15.05622,69
-22.432,15.03954,12
-21.9987,15.15309,52
-24.4754,14.93381,7
-22.9096,14.92246,32
-22.5407,15.13053,72
-22.461,15.15019,71
-21.4187,14.94089,97
-18.6229,14.6893,22
-21.3021,14.94431,6
-19.0578,14.68188,54
-23.5462,15.06461,21
-21.0296,14.94119,72
-21.9552,14.93181,67
-21.2965,14.81121,99
-19.8352,14.86473,22
-23.5736,15.14288,85
-18.8287,14.78764,42
-22.1802,15.09402,4
-22.273,14.92959,66
-19.6157,14.80054,86
-23.1008,15.06124,24
-20.3008,14.85285,59
-22.4685,15.05668,52
-19.1774,14.78008,20
-21.8905,14.83909,95
-20.6972,14.83367,33
-19.9038,14.72725,83
-18.8451,14.7463,36
-22.6194,15.15043,78
-21.8547,14.82015,78
-22.9157,14.94406,47
-22.9518,14.92523,56
-20.2422,14.85546,54
-22.7006,15.16404,8
-20.9801,14.9573,92
-22.4602,14.92988,32
-23.8202,15.06412,27
-21.2877,14.94428,71
-22.0128,14.9319,28
-20.8083,14.73403,39
-18.946,14.78242,80
-23.4219,15.16244,13
-18.934,14.6673,16
-23.4724,15.14363,12
-21.3168,14.94343,58
-22.469,15.09265,69
-22.8724,15.167,12
-18.9087,14.80395,52
-22.3015,14.93054,33
-22.4918,14.92273,83
-22.5135,15.05226,36
-21.6977,14.77945,78
-20.0985,14.7815,78
-22.3555,14.90274,47
-22.0276,14.93102,56
-21.3165,14.94433,54
-22.6543,15.02369,8
-20.6968,14.90831,92
-23.337,15.00944,32
-21.4776,14.75303,27
-20.4468,14.88455,71
-23.8023,14.99845,28
-21.9492,14.83648,39
-23.8764,15.14244,80
-21.8106,15.044,13
-20.7375,14.91467,16
-22.7941,15.18307,12
-22.221,14.91513,58
-19.1342,14.70718,69
-20.235,14.80059,12
-22.3811,14.91087,52
-22.352,14.91173,33
-20.7361,14.91826,83
-20.4952,14.76143,36
-20.2366,14.72326,78
-23.8202,15.06412,78
-24.9251,15.1512,47
-22.6534,14.95175,56
-23.9459,14.99956,54
-21.7652,14.79124,8
-21.7624,14.90904,92
-24.0502,15.06536,32
-22.3959,14.94687,27
-22.485,15.05131,71
-23.1296,15.06128,28
-24.3757,15.04337,39
-21.8203,14.83449,80
-20.4784,14.73083,13
-18.3734,14.73748,16
-21.1751,14.67973,12
-19.3559,14.80194,58
-22.145,15.03641,69
-20.1322,14.76896,12
-19.6585,14.80151,52
-25.1373,15.01124,33
-23.3047,14.94374,83
-23.4706,14.96198,36
-22.8725,15.20387,78
-22.3487,15.03132,78
-22.1609,14.88446,47
-19.8308,14.72983,56
-22.0039,14.84376,54
-22.0463,14.994,8
-24.352,15.06761,92
-21.3642,14.93271,32
-22.3303,14.96745,27
-20.6968,14.90831,71
-21.0561,14.68944,28
-24.3634,15.03796,39
-21.5911,14.83144,80
-24.8105,15.187,13
-22.4046,15.0359,16
-22.2318,15.03564,12
-22.3674,14.90906,58
-24.5183,14.93477,69
-24.4717,15.0561,12
-18.2616,14.76518,52
-24.3366,15.03252,83
-23.4662,15.08517,36
-21.7114,14.78127,78
-22.1438,15.15061,78
-20.3012,14.85195,47
-22.4454,14.93076,56
-21.1302,14.68416,54
-22.3628,15.03224,8
-22.4911,14.92453,92
-21.3787,14.82212,32
-19.8161,14.80355,27
-19.5592,14.79776,71
-22.7292,14.94198,28
-24.8435,15.13849,39
-22.485,15.05131,80
-22.1594,15.03643,13
-22.5069,14.92096,16
-18.9762,14.77887,12
-23.627,14.92984,58
-22.3033,14.99978,69
-19.2596,14.75413,12
-20.6827,14.90739,52
-20.6708,14.90108,7
-24.93,15.13862,32
-22.3484,15.03222,72
-23.9322,14.99774,71
-22.5027,14.93174,97
-24.5107,15.06695,22
-22.7801,15.18215,6
-23.475,15.09957,54
-20.6142,14.75172,21
-23.5122,14.92877,72
-24.0992,15.08792,67
-22.2374,15.02126,99
-21.9406,15.04329,22
-22.2358,14.91425,85
-21.3818,14.99838,42
-24.5107,15.06695,4
-21.6704,14.77581,66
-23.0432,15.06115,86
-20.0523,14.82549,24
-22.8706,14.91161,59
-18.8431,14.78766,52
-23.849,15.06416,20
-22.8906,14.89726,95
-24.5251,15.06697,33
-20.7101,14.91103,83
-19.5315,14.79502,36
-23.0093,14.92531,78
-22.4692,15.05489,78
-19.0644,14.77451,47
-22.0155,14.85097,56
-23.4631,14.94398,54
-22.2706,14.97275,8
-19.743,14.73329,92
-21.7009,14.8451,32
-22.3994,14.93788,27
-24.1939,15.06648,71
-19.0852,14.68552,28
-24.1654,14.9909,39
-22.3916,15.03229,80
-18.9908,14.66919,13
-20.1888,14.84459,16
-19.05,14.77449,12
-22.0583,15.03718,58
-19.3419,14.80102,69
-21.955,15.04332,12
-19.8751,14.80004,52
-22.4671,15.06028,33
-22.124,14.86822,83
-22.9868,14.90909,36
-23.1726,15.09911,78
-21.0539,14.84231,78
-24.5107,15.06695,47
-18.9762,14.77887,56
-22.2208,14.98976,54
-22.8722,15.20477,8
-22.2524,14.98262,92
-21.3597,14.90752,32
-21.6016,14.76761,27
-21.9769,14.83922,71
-21.1162,14.68324,28
-22.1483,14.87995,39
-23.5554,15.00347,80
-22.1946,15.09404,13
-22.7006,15.16404,16
-21.7554,14.85327,12
-23.0172,15.16542,58
-20.0657,14.82821,69
-22.3021,14.89187,12
-23.7114,15.30855,52
-19.0361,14.66386,33
-18.6854,14.74965,83
-22.8402,15.06444,36
-21.3309,14.94435,78
-21.0655,14.77579,78
-24.496,15.06783,47
-23.0093,14.92531,56
-21.4359,14.74937,54
-20.2573,14.85368,8
-20.3643,14.87453,92
-22.4577,15.08454,32
-21.8536,14.82285,27
-21.9718,14.96331,71
-22.0152,14.85187,28
-24.9094,15.15477,39
-22.0432,15.03895,80
-20.7503,14.80858,13
-22.5037,14.92904,16
-21.5904,15.01758,12
-19.1239,14.73324,58
-20.3517,14.87001,69
-19.9446,14.80644,12
-21.9769,14.83922,52
-21.7554,14.85327,33
-22.2609,15.03479,83
-20.5059,14.84417,36
-23.5588,15.14376,78
-21.9416,15.0406,78
-22.3631,15.03135,47
-22.7273,15.16948,56
-22.8794,15.14903,54
-19.9518,14.86131,8
-19.8895,14.80006,92
-19.2996,14.76229,32
-20.8642,14.95892,27
-22.2217,14.87646,71
-22.9355,14.89283,28
-24.8868,15.13855,39
-22.4692,15.05489,80
-22.4603,15.15199,13
-22.3066,15.02856,16
-20.835,14.95978,12
-23.9651,14.91236,58
-24.8349,14.97302,69
-22.366,14.91265,12
-19.2264,14.80174,52
-22.4651,15.10254,52
-20.8452,14.67653,83
-18.3738,14.73658,36
-20.464,14.7308,78
-23.1296,15.06128,78
-22.7414,15.1704,47
-21.6961,15.04202,56
-22.3021,14.89187,54
-18.4809,14.72056,8
-19.7183,14.86904,92
-19.1989,14.68929,32
-23.1769,15.1252,27
-21.2242,14.88574,71
-21.0558,14.69034,28
-18.4868,14.74215,39
-21.9978,15.04428,80
-23.565,15.27685,13
-22.1578,15.15153,16
-23.9586,15.00408,12
-24.2735,14.93441,58
-23.6843,15.0801,69
-22.3878,14.93067,12
-22.5135,15.05226,52
-22.6687,15.02371,7
-18.9762,14.77887,32
-22.596,15.0254,72
-24.376,15.04247,71
-19.5294,14.80041,97
-18.359,14.73745,22
-22.9518,14.92523,6
-19.9352,14.79384,54
-22.0723,15.0381,21
-20.4608,14.88547,72
-23.4598,15.06448,67
-20.1012,14.81118,99
-21.9852,15.03977,22
-19.2996,14.76229,85
-21.9262,15.04327,42
-23.5122,14.92877,4
-22.8758,14.89813,66
-22.0966,14.86458,86
-23.6104,14.97298,24
-22.4457,15.04136,59
-22.2069,14.87734,52
-20.0239,14.82455,20
-19.1703,14.72522,95
-21.1063,14.7084,33
-22.1271,15.04538,83
-21.4776,14.75303,36
-23.503,15.06454,78
-20.3727,14.88983,78
-23.6005,15.03591,47
-22.252,14.98352,56
-22.2194,14.99336,54
-24.4176,15.00926,8
-19.5222,14.74554,92
-19.9411,14.81543,32
-23.1296,15.06128,27
-23.2351,15.01198,71
-19.1829,14.72973,28
-22.469,15.09265,39
-19.7331,14.86817,80
-19.26,14.75323,13
-19.8755,14.79914,16
-22.1431,14.9303,12
-19.0175,14.67462,58
-21.8284,14.81382,69
-19.8755,14.79914,12
-20.1618,14.84005,52
-24.3504,15.03434,33
-22.0987,15.04443,83
-20.2299,14.85004,36
-18.9762,14.77887,78
-20.7044,14.96228,78
-22.4648,15.10344,47
-23.1868,15.06227,56
-23.295,15.15505,54
-23.5266,14.92879,8
-22.334,15.0322,92
-24.4822,14.9536,32
-19.1404,14.80071,27
-21.6961,15.04202,71
-22.8794,15.14903,28
-22.1303,15.03729,39
-19.3649,14.66976,80
-22.8065,15.18848,13
-22.7537,15.17582,16
-22.2871,14.93052,12
-19.8902,14.79827,58
-22.4918,14.92273,69
-22.4876,15.11876,12
-22.124,14.86822,52
-19.9267,14.81541,33
-23.0093,14.92531,83
-21.0883,14.86485,36
-20.3236,14.7216,78
-19.5771,14.71595,78
-21.1305,14.68326,47
-19.9326,14.72729,56
-24.5253,15.14161,54
-21.2873,14.94518,8
-20.271,14.8555,92
-23.486,15.10858,32
-19.3429,14.72548,27
-20.8014,14.89858,71
-20.7635,14.9219,28
-20.0988,14.7806,39
-22.7273,15.16948,80
-24.5248,15.06787,13
-19.6441,14.80148,16
-22.6136,15.05421,12
-20.7188,14.74198,58
-22.4001,14.93608,69
-20.8968,14.72877,12
-20.0628,14.72569,52
-19.5729,14.79958,33
-20.1427,14.77887,83
-19.0644,14.77451,36
-24.3901,15.04339,78
-23.4402,14.92866,78
-24.8741,15.13404,47
-18.8898,14.66993,56
-23.8704,14.9338,54
-22.9876,14.94416,8
-20.3487,14.80437,92
-18.4511,14.72321,32
-24.0858,15.27224,27
-24.4191,14.9679,71
-22.1789,14.91237,28
-18.5137,14.71071,39
-21.6138,14.73616,80
-20.8045,14.92736,13
-20.4981,14.71737,16
-22.714,15.05526,12
-23.7193,15.06397,58
-22.5233,15.02709,69
-20.3384,14.8673,12
-20.2422,14.85546,52
-24.5248,15.06787,52
-21.7652,14.79124,83
-20.3745,14.70189,36
-22.0426,14.85551,78
-22.2359,14.98799,78
-19.0784,14.77543,47
-21.5468,14.90781,56
-20.3643,14.87453,54
-20.8516,14.88067,8
-19.3699,14.73002,92
-22.2217,14.87646,32
-20.202,14.77447,27
-22.2169,14.99965,71
-20.5833,14.75706,28
-23.0156,14.90914,39
-21.1604,14.68061,80
-21.3527,14.74115,13
-23.2396,15.0003,16
-22.0723,15.0381,12
-22.5143,15.1242,58
-18.932,14.7815,69
-22.628,15.05423,12
-21.8106,15.044,52
-22.3421,14.90002,7
-19.7331,14.86817,32
-24.9159,15.1377,72
-23.7159,15.29686,71
-22.7105,14.91587,97
-20.3635,14.76662,22
-23.4613,15.09775,6
-21.9628,14.8383,54
-22.7266,15.0229,21
-22.4907,14.92543,72
-23.3927,15.16329,67
-22.2583,14.93047,99
-23.1599,14.90845,22
-24.5009,15.01748,85
-20.3727,14.88983,42
-18.932,14.7815,4
-19.2408,14.80176,66
-24.453,15.10463,86
-22.4873,15.11966,24
-23.364,15.01397,59
-24.086,14.93503,52
-22.4587,15.04498,20
-21.174,14.82991,95
-19.0582,14.68098,33
-20.0625,14.72659,83
-20.2713,14.8546,36
-20.0653,14.82911,78
-19.5729,14.79958,78
-20.0625,14.72659,47
-21.4776,14.75303,56
-24.2126,15.01795,54
-22.1882,15.03648,8
-22.4134,15.05031,92
-22.628,15.05423,32
-22.0829,14.86276,27
-22.8758,14.89813,71
-22.5851,15.05326,28
-18.8431,14.78766,39
-22.8304,15.20111,80
-21.1179,14.71562,13
-20.8813,14.69457,16
-22.1988,15.04638,12
-22.1844,15.04636,58
-20.7168,14.89395,69
-22.7801,15.18215,12
-21.934,15.09724,52
-22.6061,15.14772,33
-19.2399,14.76759,83
-19.7014,14.80247,36
-21.5904,15.01758,78
-23.7337,15.06399,78
-22.5006,15.12238,47
-19.1948,14.73605,56
-22.1799,14.8728,54
-19.8308,14.72983,8
-22.4358,15.02966,92
-22.0647,15.13161,32
-23.7879,14.99842,27
-22.4682,15.05758,71
-20.7503,14.80858,28
-21.8751,14.87863,39
-23.4291,15.03206,80
-20.0383,14.82457,13
-21.4917,14.9383,16
-22.4601,15.07825,12
-20.3671,14.72076,58
-19.3649,14.66976,69
-22.4689,15.05579,12
-19.3559,14.80194,52
-20.9334,14.89249,33
-23.8211,14.91215,83
-20.0089,14.78946,36
-18.9631,14.66645,78
-20.879,14.88431,78
-22.4657,15.06387,47
-22.3998,14.93698,56
-22.3343,15.0313,54
-21.6054,14.83146,8
-22.7924,15.18756,92
-20.0985,14.7815,32
-22.2194,14.99336,27
-18.9487,14.66642,71
-19.1948,14.73605,28
-22.1127,15.04535,39
-23.6482,15.32284,80
-22.4857,15.04952,13
-22.3203,15.03038,16
-21.419,14.93999,12
-23.9786,15.06436,58
-20.3714,14.85656,69
-21.406,14.82576,12
-20.3671,14.72076,52
-22.591,15.14949,33
-20.6286,14.75174,83
-21.0263,14.6921,36
-22.8725,15.20387,78
-23.4612,14.91161,78
-23.4062,14.9421,47
-19.5729,14.79958,56
-20.977,14.89165,54
-24.3634,15.03796,8
-19.1461,14.71349,92
-18.6072,14.80168,32
-24.7207,15.15809,27
-22.49,14.92723,71
-20.4332,14.84586,28
-23.4607,14.95027,39
-23.7355,14.98486,80
-24.0639,14.99254,13
-19.2511,14.7757,16
-19.8607,14.80002,12
-22.124,14.86822,58
-21.1305,14.68326,69
-23.5554,15.00347,12
-22.0966,14.86458,52
-19.9965,14.82091,52
-20.2909,14.76831,83
-19.3559,14.80194,36
-23.4694,14.9278,78
-23.0472,14.90199,78
-18.7132,14.67955,47
-22.469,15.09265,56
-23.5657,15.27506,54
-22.4316,15.04044,8
-24.3634,15.03796,92
-20.0927,14.83275,32
-21.7246,15.04297,27
-19.8017,14.73069,71
-23.4825,15.11756,28
-19.0352,14.77537,39
-22.846,14.90079,80
-20.0653,14.82911,13
-20.2576,14.85278,16
-19.2849,14.76316,12
-21.9084,14.83012,58
-22.6061,15.14772,69
-23.7193,15.06397,12
-21.883,15.04321,52
-24.0428,14.93496,7
-22.7537,15.17582,32
-22.9431,15.0592,72
-8.0158,15.33067,71
-7.549,15.48008,97
-7.6454,15.42269,22
-8.1321,15.25982,6
-7.7708,15.22775,54
-6.3004,15.60122,21
-7.0626,15.60698,72
-9.1256,15.64182,67
-8.8209,15.26724,99
-7.7068,15.34545,22
-7.3229,15.63978,85
-4.7996,15.46745,42
-7.0144,15.34611,4
-3.7175,15.46834,66
-9.6036,15.70645,86
-8.6706,15.31645,24
-8.6436,15.31191,59
-8.2285,15.61338,52
-8.4986,15.41689,20
-10.3948,15.64298,95
-7.0236,15.59702,33
-5.5528,15.56132,83
-7.2929,15.71077,36
-7.4739,15.5555,78
-3.7396,15.55111,78
-5.3756,15.50347,47
-4.6195,15.5175,56
-7.6658,15.40833,54
-7.1832,15.73127,8
-7.8034,15.28716,92
-7.7284,15.3284,32
-3.4066,15.45343,27
-6.9041,15.57254,71
-6.403,15.39367,28
-7.2261,15.73224,39
-5.5035,15.64307,80
-9.5459,15.2918,13
-7.6969,15.36882,16
-3.3513,15.44794,12
-7.571,15.46213,58
-7.7704,15.22865,69
-7.7852,15.22778,12
-7.0626,15.60698,52
-7.2247,15.46246,33
-7.4739,15.5555,83
-8.2986,15.30955,36
-7.8132,15.26379,78
-5.9704,15.49547,78
-7.408,15.3018,47
-8.6199,15.67787,56
-7.9686,15.23707,54
-8.1816,15.69064,8
-7.5824,15.50352,92
-4.7077,15.47988,32
-4.2283,15.48808,27
-3.6046,15.49603,71
-8.4255,15.65957,28
-9.0621,15.72445,39
-7.2247,15.46246,80
-8.5508,15.67056,13
-7.0189,15.40367,16
-4.4732,15.38777,12
-10.2878,15.6572,58
-5.9513,15.64201,69
-4.7468,15.48984,12
-9.0517,15.57696,52
-9.6036,15.70645,33
-9.6036,15.70645,83
-7.346,15.6533,36
-5.9852,15.49459,78
-5.5488,15.43542,78
-5.521,15.46685,47
-9.4395,15.6846,56
-7.109,15.49734,54
-9.2568,15.63844,8
-7.9398,15.23702,92
-7.9398,15.23702,32
-4.6453,15.4573,27
-8.644,15.31101,71
-8.2031,15.36515,28
-6.6518,15.58921,39
-9.8755,15.60797,80
-4.9733,15.53338,13
-7.4955,15.53845,16
-9.5888,15.70732,12
-5.9419,15.49452,58
-8.2159,15.26625,69
-7.3237,15.63798,12
-7.814,15.262,52
-8.6436,15.31191,33
-9.4259,15.68278,83
-6.6814,15.34916,36
-7.9251,15.27207,78
-6.4476,15.45849,78
-9.2568,15.63844,47
-4.9589,15.53336,56
-9.5319,15.29088,54
-7.6454,15.42269,8
-4.6192,15.45096,92
-5.8286,15.6589,32
-9.0765,15.72448,27
-6.0692,15.67008,71
-10.2135,15.66247,28
-8.2215,15.25277,39
-5.9707,15.49457,80
-7.3172,15.65326,13
-6.8366,15.56164,16
-5.5388,15.5604,12
-5.5047,15.47131,58
-7.302,15.65503,69
-7.6454,15.42269,12
-9.5319,15.29088,52
-4.8568,15.60333,52
-9.6036,15.70645,83
-6.5938,15.38589,36
-2.2673,15.51986,78
-7.1744,15.30861,78
-7.6237,15.43974,47
-7.4766,15.54921,56
-4.7221,15.61479,54
-7.5744,15.28319,8
-5.4982,15.55404,92
-6.071,15.46236,32
-7.8697,15.23241,27
-4.7077,15.47988,71
-6.8579,15.51132,28
-7.723,15.30681,39
-7.0189,15.40367,80
-8.9617,15.55073,13
-5.1703,15.51123,16
-2.8177,15.48122,12
-7.9398,15.23702,58
-7.0462,15.37314,69
-7.6761,15.38407,12
-7.1815,15.46239,52
-7.7852,15.22778,7
-7.2824,15.46256,32
-7.7284,15.3284,72
-6.2451,15.45995,71
-7.499,15.46201,97
-9.3514,15.65388,22
-8.9839,15.36013,6
-6.0297,15.66103,54
-9.2153,15.28946,21
-10.4062,15.6502,72
-3.4376,15.51553,67
